"   Channel,  Energy(keV),   Counts"
"    5393,    1175.3995,         36"
"    5394,    1175.6182,         27"
"    5395,    1175.8369,         39"
"    5396,    1176.0556,         29"
"    5397,    1176.2744,         27"
"    5398,    1176.4931,         26"
"    5399,    1176.7118,         27"
"    5400,    1176.9305,         32"
"    5401,    1177.1492,         28"
"    5402,    1177.3679,         22"
"    5403,    1177.5867,         29"
"    5404,    1177.8054,         26"
"    5405,    1178.0241,         31"
"    5406,    1178.2428,         32"
"    5407,    1178.4615,         34"
"    5408,    1178.6802,         26"
"    5409,    1178.8989,         37"
"    5410,    1179.1177,         22"
"    5411,    1179.3364,         30"
"    5412,    1179.5551,         30"
"    5413,    1179.7738,         29"
"    5414,    1179.9925,         19"
"    5415,    1180.2112,         31"
"    5416,    1180.4300,         33"
"    5417,    1180.6487,         27"
"    5418,    1180.8674,         40"
"    5419,    1181.0861,         25"
"    5420,    1181.3048,         28"
"    5421,    1181.5235,         34"
"    5422,    1181.7423,         34"
"    5423,    1181.9610,         34"
"    5424,    1182.1797,         22"
"    5425,    1182.3984,         28"
"    5426,    1182.6171,         27"
"    5427,    1182.8358,         31"
"    5428,    1183.0545,         30"
"    5429,    1183.2733,         26"
"    5430,    1183.4920,         22"
"    5431,    1183.7107,         25"
"    5432,    1183.9294,         28"
"    5433,    1184.1481,         28"
"    5434,    1184.3668,         21"
"    5435,    1184.5856,         31"
"    5436,    1184.8043,         29"
"    5437,    1185.0230,         23"
"    5438,    1185.2417,         38"
"    5439,    1185.4604,         25"
"    5440,    1185.6791,         31"
"    5441,    1185.8979,         25"
"    5442,    1186.1166,         22"
"    5443,    1186.3353,         27"
"    5444,    1186.5540,         23"
"    5445,    1186.7727,         30"
"    5446,    1186.9914,         23"
"    5447,    1187.2101,         23"
"    5448,    1187.4289,         21"
"    5449,    1187.6476,         25"
"    5450,    1187.8663,         27"
"    5451,    1188.0850,         14"
"    5452,    1188.3037,         31"
"    5453,    1188.5224,         28"
"    5454,    1188.7412,         28"
"    5455,    1188.9599,         41"
"    5456,    1189.1786,         31"
"    5457,    1189.3973,         26"
"    5458,    1189.6160,         23"
"    5459,    1189.8347,         27"
"    5460,    1190.0535,         26"
"    5461,    1190.2722,         33"
"    5462,    1190.4909,         26"
"    5463,    1190.7096,         36"
"    5464,    1190.9283,         30"
"    5465,    1191.1470,         28"
"    5466,    1191.3657,         22"
"    5467,    1191.5845,         25"
"    5468,    1191.8032,         30"
"    5469,    1192.0219,         21"
"    5470,    1192.2406,         25"
"    5471,    1192.4593,         32"
"    5472,    1192.6780,         20"
"    5473,    1192.8968,         30"
"    5474,    1193.1155,         24"
"    5475,    1193.3342,         28"
"    5476,    1193.5529,         25"
"    5477,    1193.7716,         26"
"    5478,    1193.9903,         19"
"    5479,    1194.2091,         17"
"    5480,    1194.4278,         15"
"    5481,    1194.6465,         22"
"    5482,    1194.8652,         21"
"    5483,    1195.0839,         29"
"    5484,    1195.3026,         30"
"    5485,    1195.5213,         21"
"    5486,    1195.7401,         17"
"    5487,    1195.9588,         21"
"    5488,    1196.1775,         26"
"    5489,    1196.3962,         23"
"    5490,    1196.6149,         20"
"    5491,    1196.8336,         24"
"    5492,    1197.0524,         37"
"    5493,    1197.2711,         20"
"    5494,    1197.4898,         29"
"    5495,    1197.7085,         18"
"    5496,    1197.9272,         25"
"    5497,    1198.1459,         12"
"    5498,    1198.3647,         27"
"    5499,    1198.5834,         22"
"    5500,    1198.8021,         24"
"    5501,    1199.0208,         23"
"    5502,    1199.2395,         23"
"    5503,    1199.4582,         23"
"    5504,    1199.6769,         20"
"    5505,    1199.8957,         14"
"    5506,    1200.1144,         17"
"    5507,    1200.3331,         30"
"    5508,    1200.5518,         14"
"    5509,    1200.7705,         17"
"    5510,    1200.9892,         25"
"    5511,    1201.2080,         19"
"    5512,    1201.4267,         22"
"    5513,    1201.6454,         14"
"    5514,    1201.8641,         19"
"    5515,    1202.0828,         23"
"    5516,    1202.3015,         14"
"    5517,    1202.5203,         17"
"    5518,    1202.7390,         19"
"    5519,    1202.9577,         31"
"    5520,    1203.1764,         22"
"    5521,    1203.3951,         19"
"    5522,    1203.6138,         18"
"    5523,    1203.8326,         26"
"    5524,    1204.0513,         29"
"    5525,    1204.2700,         21"
"    5526,    1204.4887,         15"
"    5527,    1204.7074,         18"
"    5528,    1204.9261,         21"
"    5529,    1205.1448,         19"
"    5530,    1205.3636,         16"
"    5531,    1205.5823,         16"
"    5532,    1205.8010,         17"
"    5533,    1206.0197,         12"
"    5534,    1206.2384,         14"
"    5535,    1206.4571,         18"
"    5536,    1206.6759,         24"
"    5537,    1206.8946,         23"
"    5538,    1207.1133,         14"
"    5539,    1207.3320,         26"
"    5540,    1207.5507,         11"
"    5541,    1207.7694,         22"
"    5542,    1207.9882,         22"
"    5543,    1208.2069,         24"
"    5544,    1208.4256,         20"
"    5545,    1208.6443,         20"
"    5546,    1208.8630,         15"
"    5547,    1209.0817,         24"
"    5548,    1209.3004,         18"
"    5549,    1209.5192,         18"
"    5550,    1209.7379,         20"
"    5551,    1209.9566,         21"
"    5552,    1210.1753,         20"
"    5553,    1210.3940,         17"
"    5554,    1210.6127,         17"
"    5555,    1210.8315,         10"
"    5556,    1211.0502,         17"
"    5557,    1211.2689,         16"
"    5558,    1211.4876,         23"
"    5559,    1211.7063,         17"
"    5560,    1211.9250,         18"
"    5561,    1212.1438,         16"
"    5562,    1212.3625,         18"
"    5563,    1212.5812,         13"
"    5564,    1212.7999,         13"
"    5565,    1213.0186,         23"
"    5566,    1213.2373,         22"
"    5567,    1213.4560,         16"
"    5568,    1213.6748,         16"
"    5569,    1213.8935,         13"
"    5570,    1214.1122,         15"
"    5571,    1214.3309,         19"
"    5572,    1214.5496,          7"
"    5573,    1214.7683,         19"
"    5574,    1214.9871,         15"
"    5575,    1215.2058,         17"
"    5576,    1215.4245,         16"
"    5577,    1215.6432,         12"
"    5578,    1215.8619,         13"
"    5579,    1216.0806,         10"
"    5580,    1216.2994,         11"
"    5581,    1216.5181,         18"
"    5582,    1216.7368,          7"
"    5583,    1216.9555,         22"
"    5584,    1217.1742,         14"
"    5585,    1217.3929,         16"
"    5586,    1217.6116,         12"
"    5587,    1217.8304,         20"
"    5588,    1218.0491,          9"
"    5589,    1218.2678,         12"
"    5590,    1218.4865,         17"
"    5591,    1218.7052,         10"
"    5592,    1218.9239,         13"
"    5593,    1219.1427,         16"
"    5594,    1219.3614,         15"
"    5595,    1219.5801,         12"
"    5596,    1219.7988,         10"
"    5597,    1220.0175,         11"
"    5598,    1220.2362,         15"
"    5599,    1220.4550,         11"
"    5600,    1220.6737,         13"
"    5601,    1220.8924,         12"
"    5602,    1221.1111,          7"
"    5603,    1221.3298,         14"
"    5604,    1221.5485,         11"
"    5605,    1221.7672,         10"
"    5606,    1221.9860,         20"
"    5607,    1222.2047,         15"
"    5608,    1222.4234,         12"
"    5609,    1222.6421,         10"
"    5610,    1222.8608,         14"
"    5611,    1223.0795,          8"
"    5612,    1223.2983,          7"
"    5613,    1223.5170,         13"
"    5614,    1223.7357,         11"
"    5615,    1223.9544,         17"
"    5616,    1224.1731,         13"
"    5617,    1224.3918,          7"
"    5618,    1224.6106,         12"
"    5619,    1224.8293,         17"
"    5620,    1225.0480,         17"
"    5621,    1225.2667,         16"
"    5622,    1225.4854,         17"
"    5623,    1225.7041,         17"
"    5624,    1225.9228,         14"
"    5625,    1226.1416,          7"
"    5626,    1226.3603,          8"
"    5627,    1226.5790,         13"
"    5628,    1226.7977,         13"
"    5629,    1227.0164,          7"
"    5630,    1227.2351,         14"
"    5631,    1227.4539,         15"
"    5632,    1227.6726,         14"
"    5633,    1227.8913,         14"
"    5634,    1228.1100,         14"
"    5635,    1228.3287,         13"
"    5636,    1228.5474,         10"
"    5637,    1228.7662,         14"
"    5638,    1228.9849,         12"
"    5639,    1229.2036,         16"
"    5640,    1229.4223,         11"
"    5641,    1229.6410,          8"
"    5642,    1229.8597,         16"
"    5643,    1230.0784,         12"
"    5644,    1230.2972,         17"
"    5645,    1230.5159,          5"
"    5646,    1230.7346,          8"
"    5647,    1230.9533,         10"
"    5648,    1231.1720,         12"
"    5649,    1231.3907,          6"
"    5650,    1231.6095,         11"
"    5651,    1231.8282,         10"
"    5652,    1232.0469,         14"
"    5653,    1232.2656,         10"
"    5654,    1232.4843,         11"
"    5655,    1232.7030,         14"
"    5656,    1232.9218,         11"
"    5657,    1233.1405,          9"
"    5658,    1233.3592,          8"
"    5659,    1233.5779,         12"
"    5660,    1233.7966,          8"
"    5661,    1234.0153,         10"
"    5662,    1234.2340,          7"
"    5663,    1234.4528,         10"
"    5664,    1234.6715,         14"
"    5665,    1234.8902,         14"
"    5666,    1235.1089,          7"
"    5667,    1235.3276,          8"
"    5668,    1235.5463,         11"
"    5669,    1235.7651,          9"
"    5670,    1235.9838,          7"
"    5671,    1236.2025,         12"
"    5672,    1236.4212,         15"
"    5673,    1236.6399,         16"
"    5674,    1236.8586,         11"
"    5675,    1237.0774,          8"
"    5676,    1237.2961,          9"
"    5677,    1237.5148,          1"
"    5678,    1237.7335,         17"
"    5679,    1237.9522,         11"
"    5680,    1238.1709,         12"
"    5681,    1238.3896,         10"
"    5682,    1238.6084,         10"
"    5683,    1238.8271,         11"
"    5684,    1239.0458,          8"
"    5685,    1239.2645,          8"
"    5686,    1239.4832,          8"
"    5687,    1239.7019,          7"
"    5688,    1239.9207,         12"
"    5689,    1240.1394,         10"
"    5690,    1240.3581,         14"
"    5691,    1240.5768,          6"
"    5692,    1240.7955,         14"
"    5693,    1241.0142,          9"
"    5694,    1241.2330,         10"
"    5695,    1241.4517,          7"
"    5696,    1241.6704,          7"
"    5697,    1241.8891,          8"
"    5698,    1242.1078,          4"
"    5699,    1242.3265,         13"
"    5700,    1242.5453,         10"
"    5701,    1242.7640,          9"
"    5702,    1242.9827,         12"
"    5703,    1243.2014,          8"
"    5704,    1243.4201,          9"
"    5705,    1243.6388,          9"
"    5706,    1243.8575,         10"
"    5707,    1244.0763,         12"
"    5708,    1244.2950,         10"
"    5709,    1244.5137,          8"
"    5710,    1244.7324,          7"
"    5711,    1244.9511,          5"
"    5712,    1245.1698,          7"
"    5713,    1245.3886,         17"
"    5714,    1245.6073,          6"
"    5715,    1245.8260,          8"
"    5716,    1246.0447,         11"
"    5717,    1246.2634,         16"
"    5718,    1246.4821,          6"
"    5719,    1246.7009,          5"
"    5720,    1246.9196,          7"
"    5721,    1247.1383,          7"
"    5722,    1247.3570,         16"
"    5723,    1247.5757,          8"
"    5724,    1247.7944,          9"
"    5725,    1248.0131,          4"
"    5726,    1248.2319,          9"
"    5727,    1248.4506,          8"
"    5728,    1248.6693,         11"
"    5729,    1248.8880,         18"
"    5730,    1249.1067,         14"
"    5731,    1249.3254,          8"
"    5732,    1249.5442,          7"
